travelCode,userCode,name,place,days,price,total,date
93306,920,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/28/2021
93311,920,Hotel K,Salvador (BH),2,263.41,526.82,12/02/2021
93312,920,Hotel BD,Natal (RN),3,242.88,728.64,12/09/2021
93320,921,Hotel BW,Campo Grande (MS),3,60.39,181.17,10/24/2019
93322,921,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,11/07/2019
93324,921,Hotel BD,Natal (RN),1,242.88,242.88,11/21/2019
93329,921,Hotel BW,Campo Grande (MS),3,60.39,181.17,12/26/2019
93330,921,Hotel Z,Aracaju (SE),2,208.04,416.08,01/02/2020
93332,921,Hotel BD,Natal (RN),1,242.88,242.88,01/16/2020
93333,921,Hotel AU,Recife (PE),1,312.83,312.83,01/23/2020
93337,921,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/20/2020
93339,922,Hotel Z,Aracaju (SE),2,208.04,416.08,10/03/2019
93345,922,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
93350,922,Hotel Z,Aracaju (SE),2,208.04,416.08,12/19/2019
93352,922,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/02/2020
93356,922,Hotel AU,Recife (PE),3,312.83,938.49,01/30/2020
93358,922,Hotel K,Salvador (BH),2,263.41,526.82,02/13/2020
93360,922,Hotel Z,Aracaju (SE),3,208.04,624.12,02/27/2020
93361,922,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/05/2020
93364,922,Hotel AF,Sao Paulo (SP),1,139.1,139.1,03/26/2020
93373,922,Hotel K,Salvador (BH),2,263.41,526.82,05/28/2020
93374,922,Hotel AF,Sao Paulo (SP),2,139.1,278.2,06/04/2020
93377,922,Hotel Z,Aracaju (SE),2,208.04,416.08,06/25/2020
93384,922,Hotel BD,Natal (RN),1,242.88,242.88,08/13/2020
93388,922,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/10/2020
93389,922,Hotel BW,Campo Grande (MS),3,60.39,181.17,09/17/2020
93390,922,Hotel BD,Natal (RN),1,242.88,242.88,09/24/2020
93391,922,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/01/2020
93397,922,Hotel AU,Recife (PE),1,312.83,312.83,11/12/2020
93399,922,Hotel BD,Natal (RN),1,242.88,242.88,11/26/2020
93403,922,Hotel BP,Brasilia (DF),4,247.62,990.48,12/24/2020
93404,922,Hotel AU,Recife (PE),4,312.83,1251.32,12/31/2020
93405,922,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/07/2021
93406,922,Hotel K,Salvador (BH),2,263.41,526.82,01/14/2021
93407,922,Hotel BP,Brasilia (DF),2,247.62,495.24,01/21/2021
93413,922,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/04/2021
93414,922,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/11/2021
93415,922,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/18/2021
93417,922,Hotel Z,Aracaju (SE),4,208.04,832.16,04/01/2021
93422,922,Hotel BP,Brasilia (DF),4,247.62,990.48,05/06/2021
93427,922,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/10/2021
93439,922,Hotel BW,Campo Grande (MS),4,60.39,241.56,09/02/2021
93441,922,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,09/16/2021
93443,922,Hotel AU,Recife (PE),1,312.83,312.83,09/30/2021
93447,922,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/28/2021
93451,922,Hotel Z,Aracaju (SE),2,208.04,416.08,11/25/2021
93454,922,Hotel BP,Brasilia (DF),1,247.62,247.62,12/16/2021
93455,922,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/23/2021
93457,922,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/06/2022
93461,922,Hotel BW,Campo Grande (MS),3,60.39,181.17,02/03/2022
93464,922,Hotel Z,Aracaju (SE),3,208.04,624.12,02/24/2022
93465,922,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/03/2022
93469,922,Hotel AU,Recife (PE),1,312.83,312.83,03/31/2022
93472,922,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/21/2022
93475,922,Hotel BD,Natal (RN),3,242.88,728.64,05/12/2022
93482,922,Hotel BD,Natal (RN),1,242.88,242.88,06/30/2022
93483,922,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/07/2022
93486,922,Hotel Z,Aracaju (SE),4,208.04,832.16,07/28/2022
93487,922,Hotel BP,Brasilia (DF),3,247.62,742.86,08/04/2022
93490,922,Hotel BD,Natal (RN),1,242.88,242.88,08/25/2022
93493,922,Hotel BD,Natal (RN),2,242.88,485.76,09/15/2022
93494,922,Hotel AU,Recife (PE),4,312.83,1251.32,09/22/2022
93497,922,Hotel BP,Brasilia (DF),3,247.62,742.86,10/13/2022
93499,922,Hotel Z,Aracaju (SE),1,208.04,208.04,10/27/2022
93505,922,Hotel K,Salvador (BH),3,263.41,790.23,12/08/2022
93507,922,Hotel K,Salvador (BH),1,263.41,263.41,12/22/2022
93512,922,Hotel K,Salvador (BH),1,263.41,263.41,01/26/2023
93513,923,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/26/2019
93514,923,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/03/2019
93516,923,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/17/2019
93520,923,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/14/2019
93529,923,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/16/2020
93531,923,Hotel Z,Aracaju (SE),1,208.04,208.04,01/30/2020
93536,923,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/05/2020
93537,923,Hotel K,Salvador (BH),1,263.41,263.41,03/12/2020
93539,923,Hotel Z,Aracaju (SE),3,208.04,624.12,03/26/2020
93540,923,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/02/2020
93541,923,Hotel AU,Recife (PE),3,312.83,938.49,04/09/2020
93542,923,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/16/2020
93543,923,Hotel BP,Brasilia (DF),4,247.62,990.48,04/23/2020
93544,923,Hotel BD,Natal (RN),4,242.88,971.52,04/30/2020
93553,923,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/02/2020
93554,923,Hotel BP,Brasilia (DF),4,247.62,990.48,07/09/2020
93557,923,Hotel AU,Recife (PE),4,312.83,1251.32,07/30/2020
93562,924,Hotel BD,Natal (RN),1,242.88,242.88,10/03/2019
93563,924,Hotel BP,Brasilia (DF),3,247.62,742.86,10/10/2019
93565,924,Hotel K,Salvador (BH),1,263.41,263.41,10/24/2019
93569,924,Hotel AF,Sao Paulo (SP),4,139.1,556.4,11/21/2019
93573,924,Hotel BP,Brasilia (DF),2,247.62,495.24,12/19/2019
93576,924,Hotel BP,Brasilia (DF),2,247.62,495.24,01/09/2020
93591,924,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/23/2020
93595,924,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/21/2020
93596,924,Hotel Z,Aracaju (SE),1,208.04,208.04,05/28/2020
93597,924,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/04/2020
93598,924,Hotel AU,Recife (PE),4,312.83,1251.32,06/11/2020
93599,924,Hotel BD,Natal (RN),1,242.88,242.88,06/18/2020
93604,924,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/23/2020
93607,924,Hotel AU,Recife (PE),4,312.83,1251.32,08/13/2020
93609,924,Hotel BP,Brasilia (DF),4,247.62,990.48,08/27/2020
93620,924,Hotel BP,Brasilia (DF),2,247.62,495.24,11/12/2020
93621,924,Hotel Z,Aracaju (SE),1,208.04,208.04,11/19/2020
93624,924,Hotel K,Salvador (BH),4,263.41,1053.64,12/10/2020
93625,924,Hotel BD,Natal (RN),4,242.88,971.52,12/17/2020
93627,924,Hotel AU,Recife (PE),4,312.83,1251.32,12/31/2020
93632,924,Hotel Z,Aracaju (SE),1,208.04,208.04,02/04/2021
93635,924,Hotel BP,Brasilia (DF),3,247.62,742.86,02/25/2021
93636,924,Hotel Z,Aracaju (SE),1,208.04,208.04,03/04/2021
93637,924,Hotel Z,Aracaju (SE),1,208.04,208.04,03/11/2021
93640,924,Hotel BP,Brasilia (DF),3,247.62,742.86,04/01/2021
93643,924,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/22/2021
93645,924,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,05/06/2021
93648,924,Hotel AU,Recife (PE),1,312.83,312.83,05/27/2021
93649,924,Hotel BD,Natal (RN),3,242.88,728.64,06/03/2021
93650,924,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/10/2021
93652,924,Hotel K,Salvador (BH),4,263.41,1053.64,06/24/2021
93655,924,Hotel AU,Recife (PE),1,312.83,312.83,07/15/2021
93659,924,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/12/2021
93660,924,Hotel AF,Sao Paulo (SP),2,139.1,278.2,08/19/2021
93667,925,Hotel AU,Recife (PE),3,312.83,938.49,10/24/2019
93677,925,Hotel Z,Aracaju (SE),3,208.04,624.12,01/02/2020
93680,925,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,01/23/2020
93681,925,Hotel K,Salvador (BH),4,263.41,1053.64,01/30/2020
93682,925,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/06/2020
93684,925,Hotel Z,Aracaju (SE),4,208.04,832.16,02/20/2020
93686,925,Hotel K,Salvador (BH),2,263.41,526.82,03/05/2020
93688,925,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020
93690,925,Hotel BD,Natal (RN),3,242.88,728.64,04/02/2020
93697,925,Hotel K,Salvador (BH),3,263.41,790.23,05/21/2020
93709,925,Hotel BD,Natal (RN),1,242.88,242.88,08/13/2020
93710,925,Hotel K,Salvador (BH),2,263.41,526.82,08/20/2020
93711,925,Hotel K,Salvador (BH),3,263.41,790.23,08/27/2020
93712,925,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020
93715,925,Hotel BD,Natal (RN),4,242.88,971.52,09/24/2020
93716,925,Hotel BD,Natal (RN),3,242.88,728.64,10/01/2020
93723,925,Hotel BP,Brasilia (DF),2,247.62,495.24,11/19/2020
93725,925,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/03/2020
93729,925,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/31/2020
93730,925,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/07/2021
93731,925,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/14/2021
93736,925,Hotel Z,Aracaju (SE),1,208.04,208.04,02/18/2021
93750,925,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/27/2021
93760,925,Hotel BD,Natal (RN),2,242.88,485.76,08/05/2021
93762,925,Hotel Z,Aracaju (SE),2,208.04,416.08,08/19/2021
93763,925,Hotel BD,Natal (RN),2,242.88,485.76,08/26/2021
93766,925,Hotel AU,Recife (PE),1,312.83,312.83,09/16/2021
93768,925,Hotel BD,Natal (RN),4,242.88,971.52,09/30/2021
93769,925,Hotel K,Salvador (BH),4,263.41,1053.64,10/07/2021
93771,925,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/21/2021
93772,925,Hotel Z,Aracaju (SE),1,208.04,208.04,10/28/2021
93773,925,Hotel BP,Brasilia (DF),1,247.62,247.62,11/04/2021
93774,925,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/11/2021
93778,925,Hotel Z,Aracaju (SE),1,208.04,208.04,12/09/2021
93780,925,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,12/23/2021
93781,925,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/30/2021
93782,925,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/06/2022
93784,925,Hotel K,Salvador (BH),3,263.41,790.23,01/20/2022
93785,925,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/27/2022
93788,925,Hotel K,Salvador (BH),2,263.41,526.82,02/17/2022
93789,925,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/24/2022
93790,925,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/03/2022
93791,925,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/10/2022
93792,925,Hotel BW,Campo Grande (MS),1,60.39,60.39,03/17/2022
93797,925,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/21/2022
93798,925,Hotel BP,Brasilia (DF),3,247.62,742.86,04/28/2022
93803,925,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/02/2022
93804,925,Hotel BP,Brasilia (DF),2,247.62,495.24,06/09/2022
93807,925,Hotel Z,Aracaju (SE),3,208.04,624.12,06/30/2022
93812,925,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/04/2022
93818,925,Hotel AF,Sao Paulo (SP),4,139.1,556.4,09/15/2022
93824,925,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/27/2022
93825,925,Hotel K,Salvador (BH),3,263.41,790.23,11/03/2022
93827,925,Hotel AF,Sao Paulo (SP),2,139.1,278.2,11/17/2022
93832,925,Hotel AF,Sao Paulo (SP),4,139.1,556.4,12/22/2022
93839,925,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,02/09/2023
93843,925,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/09/2023
93847,925,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,04/06/2023
93848,925,Hotel BP,Brasilia (DF),3,247.62,742.86,04/13/2023
93851,925,Hotel K,Salvador (BH),1,263.41,263.41,05/04/2023
93855,925,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/01/2023
93857,925,Hotel BD,Natal (RN),2,242.88,485.76,06/15/2023
93858,925,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/22/2023
93860,925,Hotel K,Salvador (BH),1,263.41,263.41,07/06/2023
93870,926,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/14/2019
93875,926,Hotel BD,Natal (RN),1,242.88,242.88,12/19/2019
93876,926,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019
93880,926,Hotel BW,Campo Grande (MS),4,60.39,241.56,01/23/2020
93884,927,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/03/2019
93890,928,Hotel AU,Recife (PE),3,312.83,938.49,10/10/2019
93893,928,Hotel BP,Brasilia (DF),2,247.62,495.24,10/31/2019
93900,928,Hotel BD,Natal (RN),3,242.88,728.64,12/19/2019
93902,928,Hotel Z,Aracaju (SE),4,208.04,832.16,01/02/2020
93904,928,Hotel BW,Campo Grande (MS),2,60.39,120.78,01/16/2020
93905,928,Hotel BP,Brasilia (DF),1,247.62,247.62,01/23/2020
93919,928,Hotel AU,Recife (PE),3,312.83,938.49,04/30/2020
93922,928,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/21/2020
93929,928,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/09/2020
93931,928,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/23/2020
93933,928,Hotel Z,Aracaju (SE),3,208.04,624.12,08/06/2020
93935,928,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,08/20/2020
93936,928,Hotel K,Salvador (BH),4,263.41,1053.64,08/27/2020
93941,928,Hotel BP,Brasilia (DF),2,247.62,495.24,10/01/2020
93943,928,Hotel BP,Brasilia (DF),3,247.62,742.86,10/15/2020
93946,928,Hotel AF,Sao Paulo (SP),1,139.1,139.1,11/05/2020
93947,928,Hotel K,Salvador (BH),3,263.41,790.23,11/12/2020
93951,928,Hotel AU,Recife (PE),4,312.83,1251.32,12/10/2020
93955,928,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/07/2021
93957,928,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/21/2021
93960,928,Hotel Z,Aracaju (SE),4,208.04,832.16,02/11/2021
93962,928,Hotel AU,Recife (PE),2,312.83,625.66,02/25/2021
93966,928,Hotel Z,Aracaju (SE),2,208.04,416.08,03/25/2021
93967,928,Hotel Z,Aracaju (SE),3,208.04,624.12,04/01/2021
93970,928,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,04/22/2021
93974,928,Hotel K,Salvador (BH),2,263.41,526.82,05/20/2021
93981,929,Hotel BP,Brasilia (DF),2,247.62,495.24,11/07/2019
93982,929,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/14/2019
93983,929,Hotel K,Salvador (BH),3,263.41,790.23,11/21/2019
93986,929,Hotel Z,Aracaju (SE),2,208.04,416.08,12/12/2019
93987,929,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/19/2019
93997,929,Hotel AU,Recife (PE),4,312.83,1251.32,02/27/2020
94002,929,Hotel AU,Recife (PE),1,312.83,312.83,04/02/2020
94003,929,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/09/2020
94007,929,Hotel K,Salvador (BH),1,263.41,263.41,05/07/2020
94009,930,Hotel BP,Brasilia (DF),3,247.62,742.86,09/26/2019
94010,930,Hotel K,Salvador (BH),3,263.41,790.23,10/03/2019
94011,930,Hotel Z,Aracaju (SE),2,208.04,416.08,10/10/2019
94013,930,Hotel AU,Recife (PE),3,312.83,938.49,10/24/2019
94014,930,Hotel BD,Natal (RN),1,242.88,242.88,10/31/2019
94017,930,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/21/2019
94033,930,Hotel BD,Natal (RN),4,242.88,971.52,03/12/2020
94035,930,Hotel Z,Aracaju (SE),2,208.04,416.08,03/26/2020
94036,930,Hotel AU,Recife (PE),2,312.83,625.66,04/02/2020
94038,930,Hotel AU,Recife (PE),3,312.83,938.49,04/16/2020
94040,930,Hotel Z,Aracaju (SE),3,208.04,624.12,04/30/2020
94046,930,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/11/2020
94049,930,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/02/2020
94050,930,Hotel K,Salvador (BH),1,263.41,263.41,07/09/2020
94051,930,Hotel Z,Aracaju (SE),3,208.04,624.12,07/16/2020
94057,930,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/27/2020
94059,930,Hotel K,Salvador (BH),4,263.41,1053.64,09/10/2020
94060,930,Hotel K,Salvador (BH),3,263.41,790.23,09/17/2020
94061,930,Hotel AU,Recife (PE),2,312.83,625.66,09/24/2020
94066,930,Hotel BD,Natal (RN),2,242.88,485.76,10/29/2020
94071,930,Hotel BP,Brasilia (DF),1,247.62,247.62,12/03/2020
94076,930,Hotel Z,Aracaju (SE),3,208.04,624.12,01/07/2021
94081,930,Hotel BP,Brasilia (DF),3,247.62,742.86,02/11/2021
94085,930,Hotel BD,Natal (RN),4,242.88,971.52,03/11/2021
94086,930,Hotel BP,Brasilia (DF),1,247.62,247.62,03/18/2021
94087,930,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/25/2021
94092,930,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/29/2021
94093,930,Hotel BP,Brasilia (DF),2,247.62,495.24,05/06/2021
94094,930,Hotel AU,Recife (PE),2,312.83,625.66,05/13/2021
94095,930,Hotel BP,Brasilia (DF),4,247.62,990.48,05/20/2021
94101,930,Hotel Z,Aracaju (SE),4,208.04,832.16,07/01/2021
94102,930,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/08/2021
94106,930,Hotel Z,Aracaju (SE),2,208.04,416.08,08/05/2021
94111,930,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/09/2021
94112,930,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/16/2021
94115,930,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/07/2021
94118,930,Hotel Z,Aracaju (SE),4,208.04,832.16,10/28/2021
94120,930,Hotel BD,Natal (RN),4,242.88,971.52,11/11/2021
94121,930,Hotel Z,Aracaju (SE),1,208.04,208.04,11/18/2021
94123,930,Hotel BP,Brasilia (DF),4,247.62,990.48,12/02/2021
94131,930,Hotel BP,Brasilia (DF),1,247.62,247.62,01/27/2022
94138,930,Hotel Z,Aracaju (SE),2,208.04,416.08,03/17/2022
94140,930,Hotel K,Salvador (BH),1,263.41,263.41,03/31/2022
94146,930,Hotel BD,Natal (RN),2,242.88,485.76,05/12/2022
94147,930,Hotel Z,Aracaju (SE),2,208.04,416.08,05/19/2022
94151,930,Hotel BP,Brasilia (DF),1,247.62,247.62,06/16/2022
94156,930,Hotel AU,Recife (PE),4,312.83,1251.32,07/21/2022
94165,930,Hotel AU,Recife (PE),3,312.83,938.49,09/22/2022
94169,930,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/20/2022
94171,930,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,11/03/2022
94172,930,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/10/2022
94175,930,Hotel BD,Natal (RN),1,242.88,242.88,12/01/2022
94180,931,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/24/2019
94182,931,Hotel Z,Aracaju (SE),1,208.04,208.04,11/07/2019
94188,931,Hotel AU,Recife (PE),2,312.83,625.66,12/19/2019
94189,931,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/26/2019
94195,931,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/06/2020
94201,931,Hotel BP,Brasilia (DF),2,247.62,495.24,03/19/2020
94202,931,Hotel AU,Recife (PE),2,312.83,625.66,03/26/2020
94203,931,Hotel AU,Recife (PE),3,312.83,938.49,04/02/2020
94211,931,Hotel BP,Brasilia (DF),3,247.62,742.86,05/28/2020
94212,931,Hotel BD,Natal (RN),4,242.88,971.52,06/04/2020
94220,931,Hotel BP,Brasilia (DF),4,247.62,990.48,07/30/2020
94222,931,Hotel AU,Recife (PE),4,312.83,1251.32,08/13/2020
94225,931,Hotel Z,Aracaju (SE),4,208.04,832.16,09/03/2020
94231,931,Hotel AU,Recife (PE),4,312.83,1251.32,10/15/2020
94235,931,Hotel AU,Recife (PE),4,312.83,1251.32,11/12/2020
94238,931,Hotel Z,Aracaju (SE),4,208.04,832.16,12/03/2020
94252,931,Hotel Z,Aracaju (SE),3,208.04,624.12,03/11/2021
94255,931,Hotel K,Salvador (BH),1,263.41,263.41,04/01/2021
94258,931,Hotel K,Salvador (BH),1,263.41,263.41,04/22/2021
94263,931,Hotel BP,Brasilia (DF),2,247.62,495.24,05/27/2021
94264,931,Hotel AU,Recife (PE),1,312.83,312.83,06/03/2021
94266,931,Hotel BD,Natal (RN),2,242.88,485.76,06/17/2021
94270,931,Hotel BW,Campo Grande (MS),4,60.39,241.56,07/15/2021
94271,931,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/22/2021
94273,931,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/05/2021
94274,931,Hotel BP,Brasilia (DF),2,247.62,495.24,08/12/2021
94275,931,Hotel Z,Aracaju (SE),4,208.04,832.16,08/19/2021
94278,931,Hotel BD,Natal (RN),3,242.88,728.64,09/09/2021
94289,931,Hotel BD,Natal (RN),2,242.88,485.76,11/25/2021
94292,931,Hotel Z,Aracaju (SE),1,208.04,208.04,12/16/2021
94293,931,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/23/2021
94297,931,Hotel BD,Natal (RN),1,242.88,242.88,01/20/2022
94300,931,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/10/2022
94305,931,Hotel K,Salvador (BH),2,263.41,526.82,03/17/2022
94307,931,Hotel BW,Campo Grande (MS),4,60.39,241.56,03/31/2022
94310,931,Hotel K,Salvador (BH),3,263.41,790.23,04/21/2022
94315,931,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/26/2022
94318,931,Hotel BP,Brasilia (DF),3,247.62,742.86,06/16/2022
94319,931,Hotel AU,Recife (PE),3,312.83,938.49,06/23/2022
94321,931,Hotel BD,Natal (RN),2,242.88,485.76,07/07/2022
94323,931,Hotel Z,Aracaju (SE),4,208.04,832.16,07/21/2022
94325,931,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/04/2022
94326,931,Hotel AU,Recife (PE),2,312.83,625.66,08/11/2022
94328,931,Hotel BP,Brasilia (DF),2,247.62,495.24,08/25/2022
94334,931,Hotel BD,Natal (RN),2,242.88,485.76,10/06/2022
94336,931,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/20/2022
94337,931,Hotel K,Salvador (BH),3,263.41,790.23,10/27/2022
94341,931,Hotel K,Salvador (BH),1,263.41,263.41,11/24/2022
94348,931,Hotel AU,Recife (PE),1,312.83,312.83,01/12/2023
94353,931,Hotel BD,Natal (RN),1,242.88,242.88,02/16/2023
94363,932,Hotel BW,Campo Grande (MS),3,60.39,181.17,11/28/2019
94381,933,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/09/2020
94383,933,Hotel K,Salvador (BH),2,263.41,526.82,01/23/2020
94388,933,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/27/2020
94392,933,Hotel BW,Campo Grande (MS),3,60.39,181.17,03/26/2020
94398,933,Hotel AU,Recife (PE),3,312.83,938.49,05/07/2020
94402,933,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/04/2020
94403,933,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/11/2020
94404,933,Hotel BP,Brasilia (DF),1,247.62,247.62,06/18/2020
94405,933,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/25/2020
94407,933,Hotel Z,Aracaju (SE),1,208.04,208.04,07/09/2020
94408,933,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/16/2020
94409,933,Hotel Z,Aracaju (SE),2,208.04,416.08,07/23/2020
94412,933,Hotel BP,Brasilia (DF),1,247.62,247.62,08/13/2020
94419,933,Hotel BW,Campo Grande (MS),4,60.39,241.56,10/01/2020
94420,933,Hotel K,Salvador (BH),4,263.41,1053.64,10/08/2020
94421,933,Hotel AF,Sao Paulo (SP),3,139.1,417.3,10/15/2020
94426,933,Hotel AU,Recife (PE),2,312.83,625.66,11/19/2020
94427,933,Hotel AU,Recife (PE),1,312.83,312.83,11/26/2020
94428,933,Hotel BD,Natal (RN),3,242.88,728.64,12/03/2020
94431,933,Hotel K,Salvador (BH),4,263.41,1053.64,12/24/2020
94437,933,Hotel BD,Natal (RN),4,242.88,971.52,02/04/2021
94439,933,Hotel K,Salvador (BH),4,263.41,1053.64,02/18/2021
94440,933,Hotel AU,Recife (PE),3,312.83,938.49,02/25/2021
94445,933,Hotel AF,Sao Paulo (SP),2,139.1,278.2,04/01/2021
94448,933,Hotel AU,Recife (PE),1,312.83,312.83,04/22/2021
94451,933,Hotel BP,Brasilia (DF),1,247.62,247.62,05/13/2021
94452,933,Hotel Z,Aracaju (SE),1,208.04,208.04,05/20/2021
94454,933,Hotel BD,Natal (RN),2,242.88,485.76,06/03/2021
94457,933,Hotel AU,Recife (PE),4,312.83,1251.32,06/24/2021
94460,933,Hotel K,Salvador (BH),3,263.41,790.23,07/15/2021
94461,933,Hotel BP,Brasilia (DF),3,247.62,742.86,07/22/2021
94462,933,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/29/2021
94463,933,Hotel Z,Aracaju (SE),4,208.04,832.16,08/05/2021
94467,933,Hotel BD,Natal (RN),2,242.88,485.76,09/02/2021
94468,933,Hotel BD,Natal (RN),2,242.88,485.76,09/09/2021
94469,933,Hotel BD,Natal (RN),1,242.88,242.88,09/16/2021
94470,933,Hotel BD,Natal (RN),3,242.88,728.64,09/23/2021
94471,933,Hotel AU,Recife (PE),3,312.83,938.49,09/30/2021
94473,933,Hotel Z,Aracaju (SE),1,208.04,208.04,10/14/2021
94474,933,Hotel BW,Campo Grande (MS),2,60.39,120.78,10/21/2021
